	Date	Time	Tweet	Picture	Longitude	Lattitude
386	7.6.2022	16:49:17	"""Mille remerciments de votre écritoire, mon cher voisin."" à Prous, 1821-11-04 (https://constance-de-salm.de/archiv/#/document/8301)"		6.5	51.1
387	7.6.2022	18:11:44	"""Vous aurez été surprise, Madame, de ne pas recevoir de réponse à la lettre que vous m'avez adressée"" à Maleszewski, 1840-07-22 (https://constance-de-salm.de/archiv/#/document/8231)"		2.3488	48.85341
388	8.6.2022	14:35:05	"""J'ai enfin reçu de tes nouvelles, cher frère; j'en attendais depuis que je suis ici"" à Théis, 1840-08-16 (https://constance-de-salm.de/archiv/#/document/8236)"		6.5	51.1
389	8.6.2022	08:06:53	"""Je reçois votre lettre, Monsieur le président, et je ne veux perdre un instant pour vous dire que c'est avec une véritable satisfaction que j'ai appris qu'il avait été décidé"" à Moreau, 1834-04-01 (https://constance-de-salm.de/archiv/#/document/8250)"		2.3488	48.85341
390	9.6.2022	09:48:53	"""Voulez vous bien, Monsieur, prier Monsieur Hervey de ma part de venir me voir aujourd'hui"" à Jullien de Paris, 1840-07-01 (https://constance-de-salm.de/archiv/#/document/8212)"			
391	9.6.2022	08:05:02	"""Je ne sais, Madame et Monsieur, si vous êtes à Paris ou à la campagne, mais ce que je sais trop bien"" à Sanson de Pongerville, nan (https://constance-de-salm.de/archiv/#/document/8224)"			
392	10.6.2022	08:51:31	"""J’ai reçu votre bonne et aimable lettre, Monsieur et ami, et je vous en remercie infiniment "" à Raboteau, 1809-06-12 (https://constance-de-salm.de/archiv/#/document/8407)"		6.5	51.1
393	10.6.2022	13:03:07	""".... voir, à cette occasion, son nom cité dans un des journaux de la Belgique."" à N.N., nan (https://constance-de-salm.de/archiv/#/document/8419)"			
394	11.6.2022	12:32:48	"""J'avais oublié, mon cher voisin, les 2 exemplaires de ma petite Edition"" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/11244)"			
395	11.6.2022	14:09:08	"""Air „J‘ai perdu mon âne“"" à Raboteau, 1806-10-23 (https://constance-de-salm.de/archiv/#/document/1814)"		6.5	51.1
396	12.6.2022	15:03:53	"""J’ai lu le bon ouvrage que vous m’avez envoyé, Monsieur et ancien ami, et j’y ai reconnu sans peine "" à Girodet-Trioson, 1807-04-20 (https://constance-de-salm.de/archiv/#/document/2076)"		2.3488	48.85341
397	12.6.2022	12:36:28	"""Eh! quoi, ce vendredi rempli de souvenirs / ce vendredi fameux, si cher à nos loisirs"" à Duault, 1808-03-25 (https://constance-de-salm.de/archiv/#/document/2083)"		2.3488	48.85341
398	13.6.2022	08:44:34	"""Je suis à la campagne, Monsieur et cher correspondant, cela vous rétablit "" à Gudin de La Brenellerie, 1809-05-19 (https://constance-de-salm.de/archiv/#/document/2088)"		6.5	51.1
399	13.6.2022	17:31:24	"""Lorsqu’entré dans son cabinet / On fait le plan de sa journée "" à Raboteau, 1808-06-11 (https://constance-de-salm.de/archiv/#/document/2103)"		6.5	51.1
400	14.6.2022	17:44:30	"""Je suis vraiment bien fâchée, Monsieur et ami, de ne vous avoir pas eu pour auditeur."" à Gudin de La Brenellerie, 1809-08-29 (https://constance-de-salm.de/archiv/#/document/2134)"		6.5	51.1
401	14.6.2022	14:51:32	"""J’ai lu avec le plus grand plaisir, Monsieur et ami, la lettre que vous m’avez écrite relativement à la lecture de mon éloge de Lalande. "" à Ponce, 1809-06-30 (https://constance-de-salm.de/archiv/#/document/2127)"		6.5	51.1
402	15.6.2022	12:27:14	"""Fils de Bellone et d’Apollon / Sur l’Album que je vous adresse / Inscrivez du moins votre nom "" à Carrion de Nisas, 1809-06-07 (https://constance-de-salm.de/archiv/#/document/2153)"		2.3488	48.85341
403	15.6.2022	16:38:39	"""J’ai lu ces vers ingénieux / Où sous le voile heureux d’une aimable franchise / Brille l’éloge gracieux "" à Bouché Durmont, nan (https://constance-de-salm.de/archiv/#/document/2122)"			
404	16.6.2022	19:56:20	"""Que je vous dois de remerciments, Monsieur et ami, pour votre bonne et aimable lettre. "" à Raboteau, 1810-08-27 (https://constance-de-salm.de/archiv/#/document/2165)"		6.5	51.1
405	16.6.2022	08:03:19	"""J’ai une occasion, Monsieur et ami, et j’en profite pour vous dire que je suis arrivée à bon port, "" à Raboteau, 1811-05-14 (https://constance-de-salm.de/archiv/#/document/2209)"		6.5	51.1
406	17.6.2022	17:26:03	"""Du Dieu des vers noble attribut / Pour tout le monde sur la terre / Tu n’es que le simple tribut "" à Pugnet, 1810-12-12 (https://constance-de-salm.de/archiv/#/document/2172)"		2.3488	48.85341
407	17.6.2022	11:28:47	"""Je suis vraiment bien fâchée, Monsieur et ami, de l’indisposition très grave que vous venez d’avoir."" à Raboteau, 1812-07-12 (https://constance-de-salm.de/archiv/#/document/2273)"		6.5	51.1
408	18.6.2022	16:29:53	"""Je ne veux point différer encore le départ de cette lettre, mon cher ami, puisque je n’ai pas le loisir d’y joindre beaucoup d’autres détails."" à Mentelle, 1812-08-17 (https://constance-de-salm.de/archiv/#/document/2278)"		6.5	51.1
409	18.6.2022	10:40:07	"""Quoique chez moi l’on ait vu le jeudi / du vendredi prendre la place, "" à Gudin de La Brenellerie, 1812-02-05 (https://constance-de-salm.de/archiv/#/document/2254)"		2.3488	48.85341
410	19.6.2022	20:21:35	"""Je ne puis assez vous remercier, Madame, de l’ouvrage agréable que vous m’avez envoyé"" à Maugirard, nan (https://constance-de-salm.de/archiv/#/document/2259)"		2.3488	48.85341
411	19.6.2022	17:54:37	"""D’où vient cet éloge charmant / Qu’obtient aujourd’hui mon ouvrage? / Quel est l’auteur de cet hommage / Et si flatteur et si galant? "" à Ladoucette, 1811-05-25 (https://constance-de-salm.de/archiv/#/document/2216)"		6.5	51.1
412	20.6.2022	08:24:27	"""Je ne veux pas laisser partir la lettre de mon mari sans remercier aussi notre très cher et aimable préfet de la grâce toute parfaite "" à Ladoucette, 1811-06-15 (https://constance-de-salm.de/archiv/#/document/2223)"		6.5	51.1
413	20.6.2022	10:26:45	"""Excusez mon silence, Monsieur et ami"" à Raboteau, 1814-12-27 (https://constance-de-salm.de/archiv/#/document/2331)"		6.5	51.1
414	21.6.2022	15:32:57	"""Que dites-vous, Monsieur et ami, de l‘infamie de Mademoiselle Raoul"" à Raboteau, 1813-11-08 (https://constance-de-salm.de/archiv/#/document/2317)"		6.5	51.1
415	21.6.2022	11:41:55	"""Je compose une grande lettre de petits billets, Monsieur et ami,"" à Raboteau, 1813-04-14 (https://constance-de-salm.de/archiv/#/document/2297)"		6.5	51.1
416	22.6.2022	17:08:46	"""De deux écrits officiels / Je me plais à grossir une lettre / Et plus ils sont essentiels / Plus je jouis de les y mettre. "" à Ladoucette, 1813-08-13 (https://constance-de-salm.de/archiv/#/document/2305)"		6.5	51.1
417	22.6.2022	17:41:50	"""Je veux vous annoncer moi-même, Monsieur, que je suis heureusement arrivée à Dyck"" à Barbier, 1814-08-17 (https://constance-de-salm.de/archiv/#/document/2324)"		6.5	51.1
418	23.6.2022	15:55:48	"""... la Princesse. Il s'est presque..."" à Francq, nan (https://constance-de-salm.de/archiv/#/document/3012)"			
419	23.6.2022	19:53:04	"""Je suis vraiment bien fâchée, Monsieur et ami, de ne vous avoir pas eu pour auditeur."" à Gudin de La Brenellerie, 1809-08-29 (https://constance-de-salm.de/archiv/#/document/5626)"			
420	24.6.2022	11:54:19	"""Il semble, ma chère Minette, que les dimanches le fassent exprès"" à Francq, 1814-05-05 (https://constance-de-salm.de/archiv/#/document/6186)"			
421	24.6.2022	19:45:47	"""Enfin, ma chère Minette, me voilà rendue dans mon grand château. J'ai écrit hier à ton oncle ce qui m'est arrivé avant que d'arriver"" à Francq, 1814-07-20 (https://constance-de-salm.de/archiv/#/document/6193)"		6.5	51.1
422	25.6.2022	09:05:44	"""J’envoie ma lettre à Monsieur Drais, ma chère Minette,"" à Francq, 1814-07-25 (https://constance-de-salm.de/archiv/#/document/6206)"			
423	25.6.2022	16:38:34	"""Il me semble, ma chère Minette, qu’il y a bien longtemps que je n’ai reçu de tes nouvelles"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6201)"			
424	26.6.2022	09:02:19	"""J’ai reçu ta dernière de Paris, ma chère Minette,"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6198)"			
425	26.6.2022	07:48:19	"""Madame la baronne, le grand nombre d’affaires dont Madame la comtesse se trouve accablée"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6218)"			
426	27.6.2022	11:25:54	"""Je ne reçois encore aucune nouvelle de toi, de mon frère, ni de personne de mes connaissances, ma chère Minette:"" à Francq, 1815-04-21 (https://constance-de-salm.de/archiv/#/document/6220)"			
427	27.6.2022	20:08:06	"""Je ne puis travailler ce matin, ma chère Minette, ayant mille embarras, "" à Francq, 1815-12-15 (https://constance-de-salm.de/archiv/#/document/6256)"		6.5	51.1
428	28.6.2022	12:49:07	"""C’est à vous que j‘écris aujourd’hui, mon cher gendre."" à Francq, 1815-10-30 (https://constance-de-salm.de/archiv/#/document/6244)"			
429	28.6.2022	17:03:08	"""Peut-être dans ce moment, ma chère Minette, m’as-tu déjà donné un petit-fils"" à Francq, 1815-09-02 (https://constance-de-salm.de/archiv/#/document/6237)"			
430	29.6.2022	15:16:44	"""J’ai reçu, hier, ta petite lettre du - [leer] où tu me parlais de la démarche de Monsieur Drais"" à Francq, 1815-11-19 (https://constance-de-salm.de/archiv/#/document/6249)"			
431	29.6.2022	09:38:20	"""J’écris à Monsieur Drais par cet ordinaire, ma chère Minette,"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6225)"			
432	30.6.2022	08:02:19	"""Les journaux annoncent que les communications sont plus faciles en Angleterre, je t’écris par Monsieur de Mosti, ma chère Minette,"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6232)"		6.5	51.1
433	30.6.2022	20:14:48	"""Un rhume considérable qui me tourmente aujourd’hui, Monsieur, ne me permettra pas de vous envoyer un paquet de lettres"" à Drais, 1815-09-17 (https://constance-de-salm.de/archiv/#/document/6251)"			
434	1.7.2022	13:48:03	"""Je ne t’écris qu’un mot aujourd’hui, ma chère Minette, car j’ai mille choses à faire"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6213)"			
435	1.7.2022	11:10:44	"""Tu n’auras que cette petite page aujourd’hui, ma chère Minette,"" à Francq, 1816-06-07 (https://constance-de-salm.de/archiv/#/document/6287)"			
436	2.7.2022	08:12:00	"""Enfin, ma chère Minette, le cher mari m’a écrit de Francfort. Il partait pour Carlsruhe"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6299)"			
437	2.7.2022	07:06:11	"""Voilà juste 8 jours que je ne t’ai écrit, ma chère Minette,"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6282)"			
438	3.7.2022	20:12:44	"""Je t‘écris ce petit mot par Monsieur Drais, ma chère Minette, il m’a dit que vous étiés [sic] partis"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6275)"			
439	3.7.2022	15:39:48	"""Nous sommes arrivés hier vers 6 heures en très bonne santé, ma chère Minette"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6268)"		6.08342	50.77664
440	4.7.2022	16:04:33	"""Voilà tes pilulles [sic], ma chère Minette,"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6270)"			
441	4.7.2022	17:54:26	"""Ma chère Minette, j’ai vu la maison, elle est ce qu’il faut mais les réparations m’épouvantent."" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6263)"			
442	5.7.2022	20:14:07	"""Ma chère Minette, Monsieur Drais me tourne la tête depuis 2 jours avec des propositions de locations"" à Francq, nan (https://constance-de-salm.de/archiv/#/document/6294)"			
443	5.7.2022	09:29:48	"""Enfin, mon ancien ami, je puis reprendre notre correspondance après 6 mois d’un désespoir qui approchait du délire,"" à Raboteau, 1821-06-08 (https://constance-de-salm.de/archiv/#/document/6941)"		6.5	51.1
444	6.7.2022	13:43:02	"""Vous venez de partir, Monsieur, et je pense tout-à-coup que, quoique tout ce que nous avons décidé pour la vente "" à Lainé, 1842-03-12 (https://constance-de-salm.de/archiv/#/document/7590)"			
445	6.7.2022	12:38:49	"""Nous avons été si interrompus hier, Monsieur, que je n'ai pu vous expliquer assez tout ce que j'avais "" à Sanson de Pongerville, 1842-03-22 (https://constance-de-salm.de/archiv/#/document/7595)"			
446	7.7.2022	10:06:26	"""J'ai repensé, mon cher voisin à la présentation dont vous m'avez parlé"" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/7730)"			
447	7.7.2022	19:15:07	"""Je n'ai pas oublié, Monsieur, que je me proposais de vous engager à mon retour de la campagne, à venir dîner chez moi"" à Guyet, 1837-04-11 (https://constance-de-salm.de/archiv/#/document/7759)"		2.3488	48.85341
448	8.7.2022	09:01:25	"""Il y a déjà quelque temps que j'ai reçu votre excellente lettre, Monsieur"" à Pailliet, 1837-05-16 (https://constance-de-salm.de/archiv/#/document/7761)"		2.3488	48.85341
449	8.7.2022	14:01:54	"""Voici, mon cher voisin, l'itinéraire de ma journée en réponse de la vôtre"" à Ladoucette, 1837-06-01 (https://constance-de-salm.de/archiv/#/document/7778)"			
450	9.7.2022	09:31:38	"""Plusieurs de mes amis n'ayant pu se trouver à ma dernière réunion je me suis décidée, Monsieur, quioque mon départ soit très prochain"" à O'Sullivan, 1837-06-03 (https://constance-de-salm.de/archiv/#/document/7780)"			
451	9.7.2022	14:13:22	"""Le lendemain du jour, où nous avons eu le plaisir de vous voir, Monsieur, je voulais vous écrire"" à Villenave, 1837-03-26 (https://constance-de-salm.de/archiv/#/document/7742)"		2.3488	48.85341
452	10.7.2022	14:24:11	"""J'ai reçu, Monsieur, vos très agréables stances, et je les ai lues avec beaucoup de plaisir"" à Fayolle, 1837-03-30 (https://constance-de-salm.de/archiv/#/document/7747)"		2.3488	48.85341
453	10.7.2022	09:16:44	"""Je pense tout à coup, Monsieur, que c'est aujourd'hui mardi notre ancien jour que Monsieur et Madame de Châlot"" à Villenave, 1837-05-23 (https://constance-de-salm.de/archiv/#/document/7766)"			
454	11.7.2022	12:38:36	"""Il me semble, Monsieur, qu'en recevant cette lettre, vous serez étonné de la voir datée de Paris"" à Sanson de Pongerville, 1837-06-19 (https://constance-de-salm.de/archiv/#/document/7785)"			
455	11.7.2022	12:17:47	"""Je crois devoir vous prévenir moi-même, mon cher général, que le compte de la tutelle de mes enfants et leur acte de partage"" à Saint-Mars, 1837-04-02 (https://constance-de-salm.de/archiv/#/document/7754)"		2.3488	48.85341
456	12.7.2022	07:25:06	"""Je saisis avec empressement, Madame, l'occasion qui se présente de vous écrire"" à Lasteyrie du Saillant, 1837-05-31 (https://constance-de-salm.de/archiv/#/document/7773)"			
457	12.7.2022	18:32:54	"""Vous me croyez toute occupée de mon départ, Monsieur, il est bien vrai que j'y pense"" à Villenave, 1837-06-28 (https://constance-de-salm.de/archiv/#/document/7792)"			
458	13.7.2022	07:43:41	"""À mon arrivée ici, Monsieur, j'ai chargé Monsieur Drais d'aller chez vous de ma part"" à Villenave, 1837-08-26 (https://constance-de-salm.de/archiv/#/document/7829)"			
459	13.7.2022	16:21:09	"""J'ai appris hier soir en lisant le „Journal des débats“, cher frère, que Charles venait"" à Théis, 1837-09-01 (https://constance-de-salm.de/archiv/#/document/7831)"		6.5	51.1
460	14.7.2022	14:00:13	"""Je reçois à l'instant votre bonne et aimable lettre, Monsieur, et je m'empresse de vous dire"" à Villenave, 1837-07-01 (https://constance-de-salm.de/archiv/#/document/7797)"			
461	14.7.2022	16:54:10	"""Il y a déjà huit à dix jours, Monsieur, que j'ai reçu la lettre par laquelle vous m'annoncez le mariage"" à Jullien de Paris, 1837-09-15 (https://constance-de-salm.de/archiv/#/document/7836)"			
462	15.7.2022	09:39:10	"""Il y a bien longtemps, Madame, que j'ai reçu votre aimable dernière lettre"" à Maleszewski, 1837-07-22 (https://constance-de-salm.de/archiv/#/document/7812)"		6.5	51.1
463	15.7.2022	09:20:31	"""Monsieur Drais m'écrit, ma chère amie, qu'il a été chez vous et qu'il vous a donné de mes nouvelles"" à Leroy de Bacre, 1837-08-09 (https://constance-de-salm.de/archiv/#/document/7824)"		6.5	51.1
464	16.7.2022	07:20:06	"""Je veux, Monsieur le baron, vous apprendre que je suis arrivée ici depuis deux jours"" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/7805)"			
465	16.7.2022	10:20:13	"""Je m'empresse de répondre, Monsieur, à la lettre que je viens de recevoir de vous "" à Mathon de Fogères, 1837-10-26 (https://constance-de-salm.de/archiv/#/document/7848)"			
466	17.7.2022	17:24:18	"""J'ai tardé jusqu'à présent à vous répondre, Monsieur, afin de pouvoir vous dire"" à Allenet (?), 1837-10-13 (https://constance-de-salm.de/archiv/#/document/7843)"			
467	17.7.2022	20:40:50	"""Monsieur Jullien m'a écrit, Monsieur, qu'il vous avait vu et qu'il vous avait donné de mes nouvelles"" à Châtelain, 1837-08-05 (https://constance-de-salm.de/archiv/#/document/7817)"			
468	18.7.2022	13:37:13	"""Les journaux m'avaient déjà appris votre réélection, Monsieur le baron, lorsque votre dernière lettre"" à Ladoucette, 1837-11-27 (https://constance-de-salm.de/archiv/#/document/7874)"		6.5	51.1
469	18.7.2022	08:30:32	"""J'ai reçu vos deux bonnes et aimables lettres, ma chère amie, elles m'ont fait grand plaisir"" à Naigeon, 1838-01-08 (https://constance-de-salm.de/archiv/#/document/7881)"		6.5	51.1
470	19.7.2022	11:23:28	"""Vous êtes bien aimables, Monsieur et Madame, de n'avoir pas oublié mon jour de naissance"" à Schepeler, 1837-11-10 (https://constance-de-salm.de/archiv/#/document/7862)"			
471	19.7.2022	07:38:42	"""Je vous écrit un mot, Monsieur, rien qu'un mot, pour vous dire que je serai demain à Aix-la-Chapelle"" à Sanson de Pongerville, 1838-01-21 (https://constance-de-salm.de/archiv/#/document/7886)"		6.5	51.1
472	20.7.2022	18:03:51	"""Je suis ici depuis deux jours, Monsieur; j'y revois les amis qui me restent encore"" à Prony, 1838-03-25 (https://constance-de-salm.de/archiv/#/document/7893)"			
473	20.7.2022	08:25:09	"""Après avoir lu ta lettre que j'ai reçue hier, cher frère, je me suis hâtée"" à Théis, 1838-06-11 (https://constance-de-salm.de/archiv/#/document/7918)"		2.3488	48.85341
474	21.7.2022	09:36:06	"""J'apprends avec beaucoup de plaisir, Monsieur, que vous êtes à Aix-la-Chapelle"" à Laya, 1838-09-06 (https://constance-de-salm.de/archiv/#/document/7949)"		6.5	51.1
475	21.7.2022	13:03:40	"""Je suis ici depuis quinze jours, Monsieur, mais encore si fatiguée du voyage"" à Sandt, 1838-08-21 (https://constance-de-salm.de/archiv/#/document/7944)"		6.5	51.1
476	22.7.2022	15:37:33	"""Il y a bien longtemps que j'ai reçu votre bonne lettre, ma chère amie,"" à Naigeon, 1838-07-22 (https://constance-de-salm.de/archiv/#/document/7937)"		2.3488	48.85341
477	22.7.2022	10:35:28	"""Je veux vous écrire deux choses, très aimable dame; "" à Laya, 1838-04-12 (https://constance-de-salm.de/archiv/#/document/7901)"			
478	23.7.2022	17:08:24	"""Je ne sais, Monsieur, ce que vous aurez pensé de mon long silence"" à Bélanger, nan (https://constance-de-salm.de/archiv/#/document/7906)"			
479	23.7.2022	07:03:53	"""Je ne sais que vous dire, ma bien sincère amie, pour excuser mon long silence."" à Salis, 1838-12-26 (https://constance-de-salm.de/archiv/#/document/7982)"			
480	24.7.2022	11:26:40	"""Je suis ici depuis quelques jours, mon cher Viennet, je commence à me remettre"" à Viennet, 1838-11-23 (https://constance-de-salm.de/archiv/#/document/7968)"			
481	24.7.2022	17:24:23	"""Il y a bien longtemps, Monsieur, que je ne vous ai écrit; mais les temps affreux"" à Drais, 1838-10-02 (https://constance-de-salm.de/archiv/#/document/7956)"		6.5	51.1
482	25.7.2022	18:21:36	"""Voudriez-vous bien, Monsieur le baron, me rendre un petit service"" à Stassart, 1838-09-09 (https://constance-de-salm.de/archiv/#/document/7951)"		6.5	51.1
483	25.7.2022	17:28:23	"""J'ai reçu, Monsieur le comte, l'ouvrage que vous m'avez fait le plaisir de m'envoyer, il m'a vivement intéressé. "" à Dupont de l'Étang, nan (https://constance-de-salm.de/archiv/#/document/7994)"			
484	26.7.2022	08:22:36	"""Je suis ici depuis quelques temps, Madame, et c'est au moment de mon arrivée"" à Guyet, 1838-12-07 (https://constance-de-salm.de/archiv/#/document/7975)"			
485	26.7.2022	16:21:13	"""On me dit, Madame, que la santé de Monsieur votre père est fort altérée dans ce moment"" à Mazois, 1838-11-24 (https://constance-de-salm.de/archiv/#/document/7970)"			
486	27.7.2022	07:54:13	"""Vous serez surprise, Madame, de la date des deux lettres que je joins à celle-ci. "" à Maleszewski, 1839-03-22 (https://constance-de-salm.de/archiv/#/document/8012)"		2.3488	48.85341
487	27.7.2022	07:53:49	"""C'est encore moi, Monsieur et Madame. Je veux vous dire"" à Sanson de Pongerville, 1839-06-07 (https://constance-de-salm.de/archiv/#/document/8048)"			
488	28.7.2022	15:34:47	"""Je serai charmée, très aimable dame, de recevoir Madame la comtesse Dupont, et de tenir"" à Waldor, 1839-06-10 (https://constance-de-salm.de/archiv/#/document/8050)"			
489	28.7.2022	07:22:39	"""Je suis encore trop malade, Monsieur, pour qu'il me soit possible de vous écrire de ma main"" à Bouilly, 1839-05-18 (https://constance-de-salm.de/archiv/#/document/8031)"			
490	29.7.2022	07:03:55	"""Voulez-vous bien, Monsieur, avoir la complaisance de me renvoyer la notice que je vous ai donnée hier ou plutôt de me la rapporter "" à Valleran(d), 1839-05-29 (https://constance-de-salm.de/archiv/#/document/8036)"			
491	29.7.2022	18:25:00	"""Monsieur le baron, c'est moi aujourd'hui qui va [sic] vous donner des nouvelles de Madame la Princesse. "" à Théis, 1839-05-04 (https://constance-de-salm.de/archiv/#/document/8029)"		2.3488	48.85341
492	30.7.2022	16:04:58	"""Je veux dire 3 choses à Monsieur et Madame de Pongerville. "" à Sanson de Pongerville, 1839-04-01 (https://constance-de-salm.de/archiv/#/document/8017)"			
493	30.7.2022	11:34:20	"""Dites-moi, Monsieur, si ce n'est pas une très grand indiscrétion (et surtout dans ce moment) de vous prier "" à Sauvo, 1839-02-20 (https://constance-de-salm.de/archiv/#/document/8005)"			
494	31.7.2022	09:19:24	"""Je suis ici depuis quelque temps, Madame, et c'est au moment de mon arrivée, et lorsque j'allais l'annoncer à votre digne père"" à Guyet, nan (https://constance-de-salm.de/archiv/#/document/8024)"			
495	31.7.2022	20:39:27	"""J'ai oublié hier de parler à Monsieur Décandolle d'une petite chose qui me serait agréable et qui, je pense, le lui serait aussi. "" à Candolle, nan (https://constance-de-salm.de/archiv/#/document/8055)"			
496	1.8.2022	08:54:33	"""Mon petit-fils Félix vous remettra, Monsieur, un petit ouvrage que j'ai fait ici l'été dernier"" à Ritz, 1839-08-24 (https://constance-de-salm.de/archiv/#/document/8098)"		6.5	51.1
497	1.8.2022	08:31:09	"""Je me tourmentais, Monsieur, de ne pas recevoir de vos nouvelles de Paris, et tout à coup j'ai trouvé dans le portefeuille "" à Drais, 1839-08-29 (https://constance-de-salm.de/archiv/#/document/8101)"		6.5	51.1
498	2.8.2022	19:27:38	"""Lorsque vous pensiez à m'écrire, à vous écrire je pensais"" à Ladoucette, 1839-09-28 (https://constance-de-salm.de/archiv/#/document/8113)"		6.5	51.1
499	2.8.2022	09:50:52	"""J'ai reçu hier, Monsieur, votre dernière lettre non datée (car depuis quelque temps vous ne datez plus vos lettres)"" à Drais, 1839-09-12 (https://constance-de-salm.de/archiv/#/document/8106)"		6.5	51.1
500	3.8.2022	19:00:24	"""Me voilà dans le grand château, Monsieur et Madame; je puis enfin donner de mes nouvelles"" à Sanson de Pongerville, 1839-08-08 (https://constance-de-salm.de/archiv/#/document/8086)"		6.5	51.1
501	3.8.2022	18:20:40	"""Monsieur Drais qui est chargé de mes affaires à Paris, Monsieur, vous remettra de ma part "" à Christian, nan (https://constance-de-salm.de/archiv/#/document/8079)"			
502	4.8.2022	17:00:25	"""Je veux vous apprendre, Monsieur, et en quelques mots, seulement, (car j'attends ce matin plusieurs visites)"" à Boucharlat, 1839-08-18 (https://constance-de-salm.de/archiv/#/document/8093)"		6.5	51.1
503	4.8.2022	20:19:05	"""Je pars dans huit à dix jours, Monsieur, et je voudrais avant de quitter Paris pouvoir faire annoncer "" à Sauvo, 1839-07-08 (https://constance-de-salm.de/archiv/#/document/8067)"		2.3488	48.85341
504	5.8.2022	09:25:22	"""J'apprends avec beaucoup de peine, Monsieur, que vous avez été malade"" à Boucharlat, 1839-07-17 (https://constance-de-salm.de/archiv/#/document/8074)"		2.3488	48.85341
505	5.8.2022	08:06:48	"""Je suis aujourd'hui si malade, si accablée, qu'il m'est bien impossible de m'occuper de mes préparatifs "" à Ladoucette, 1839-07-02 (https://constance-de-salm.de/archiv/#/document/8062)"		2.3488	48.85341
506	6.8.2022	14:11:58	"""J'ai reçu avant-hier votre dernière lettre, Monsieur, c‘est-à-dire la première de Paris. "" à Drais, 1839-10-29 (https://constance-de-salm.de/archiv/#/document/8125)"		6.5	51.1
507	6.8.2022	09:52:39	"""J'ai reçu avant-hier, Monsieur, votre dernière et bien triste lettre, vous étiez navré de la maladie "" à Drais, 1839-10-13 (https://constance-de-salm.de/archiv/#/document/8118)"		6.5	51.1
508	7.8.2022	10:37:53	"""Madame de Novakovsky qui est ici, Madame, m'a donné de vos nouvelles "" à Sandt, 1839-10-17 (https://constance-de-salm.de/archiv/#/document/8120)"		6.5	51.1
509	7.8.2022	08:21:12	"""Madame Outhwaite vient de me lire, Madame et bien chère voisine, ce qu'elle vous dit de notre séjour à Aix"" à Locquenghien, 1840-01-19 (https://constance-de-salm.de/archiv/#/document/8149)"		6.08342	50.77664
510	8.8.2022	14:26:46	"""J'ai lu avec beaucoup de plaisir, mon cher Alfred, la lettre que tu m'écris à l'occasion de la nouvelle année "" à Salm-Reifferscheidt-Alfter, nan (https://constance-de-salm.de/archiv/#/document/8151)"			
511	8.8.2022	15:28:14	"""C'est encore ici que j'ai reçu votre dernière lettre de Vieils-Maisons, Monsieur le baron"" à Ladoucette, 1839-11-30 (https://constance-de-salm.de/archiv/#/document/8137)"		6.5	51.1
512	9.8.2022	14:21:19	"""Vous êtes parti si vite hier, Monsieur, que je n'ai pu, comme je me le proposais"" à Bignan, 1840-02-18 (https://constance-de-salm.de/archiv/#/document/8156)"			
513	9.8.2022	08:30:56	"""Je suis toujours fort souffrante; je n'entends point parler de mes chers voisins "" à Sanson de Pongerville, 1840-04-17 (https://constance-de-salm.de/archiv/#/document/8170)"			
514	10.8.2022	14:01:10	"""Si Monsieur et Madame de Paganel sont libres lundi prochain, la Princesse de Salm les engage à venir"" à Paganel, 1840-06-11 (https://constance-de-salm.de/archiv/#/document/8199)"			
515	10.8.2022	14:49:14	"""Mille remerciements pour le bon Villenave, mon cher voisin, et, aussi pour moi, d'après ce que vous me dites "" à Ladoucette, 1840-05-18 (https://constance-de-salm.de/archiv/#/document/8182)"			
516	11.8.2022	09:42:58	"""Votre excellent père, que nous avons eu le plaisir de voir hier, "" à Waldor, nan (https://constance-de-salm.de/archiv/#/document/8187)"			
517	11.8.2022	07:42:12	"""Je veux vous faire une querelle, Monsieur, vous êtes venu à Paris jeudi, vous avez vu"" à Sanson de Pongerville, 1840-06-28 (https://constance-de-salm.de/archiv/#/document/8207)"			
518	12.8.2022	16:08:09	"""Je veux faire deux invitations à mon cher voisin, et à sa toute aimable famille"" à Ladoucette, 1840-05-29 (https://constance-de-salm.de/archiv/#/document/8194)"			
519	12.8.2022	11:48:27	"""Je suis ici depuis quelques semaines, Madame et ancienne amie, mais j'y suis arrivée malade"" à N.N., 1840-06-21 (https://constance-de-salm.de/archiv/#/document/8202)"			
