"";"id";"main_num";"Nr.";"Verfasser";"Verfasser_1genre";"Verfasser_2genre";"Empfänger";"Datierung..JJJJ.MM.TT.";"Ausstellungsort";"Umfang.in.Seiten";"Anfang.des.Briefes";"Weitere.Personen";"Orte";"Schlagwörter"
"136";176;"main4";"CdS/02_6/178";"Salm, Constance de (CdS)";"Female";"Female";"Montferrand, Monsieur de";1836-05-27;"Paris";1;"La Princesse de Salm envoie à Monsieur de Montferrand les deux épreuves de la Biographie";NA;NA;"Constance de Salm - Vermarktung; Briefpartner/Werk"
"137";179;"main4";"CdS/02_6/248-249";"Salm, Constance de (CdS)";"Female";"Female";"Châtelain, Monsieur";1836-09-27;"Dyck (Schloss), Gde. Jüchen";2;"Je reçois votre dernière lettre, Monsieur, et je me hâte d’y répondre.";"Sanson de Pongerville, Jean-Baptiste; Drais, Pierre (Vertrauensmann der CdS); Dellbruck, Jules";NA;"Constance de Salm - Rezeption; Wirtschaft/Finanzen; Buchhandel/Verleger; CdS: Vierbändige Werkausgabe (1835/1836), 2 Prosa- und 2 Poesiebände"
"138";180;"main4";"CdS/02_6/250-251";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1836-10-02;"Dyck (Schloss), Gde. Jüchen";3;"Après avoir tant tardé à vous écrire, mon ancienne amie, c’est moi maintenant qui me plais [sic] de ne pas";NA;NA;"CdS: Œuvres complètes (1842); CdS: Pensées (1829, 1835, 1846); Freundschaft; Gesundheit/Krankheit; CdS: Mémoires (Publikationsvorhaben)"
"139";181;"main4";"CdS/02_6/211-213";"Salm, Constance de (CdS)";"Female";"Female";"Barbier, Antoine-Alexandre";1836-07-22;"Dyck (Schloss), Gde. Jüchen";5;"J’ai reçu hier votre lettre, Monsieur, et je me hâte d’y répondre.";"Barbier, Antoine-Alexandre; Mentelle, Edme; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Fayolle, François-Joseph-Marie; Drais, Pierre (Vertrauensmann der CdS); Lebrun; Quirard, J.M.; Carnot, Lazare Nicolas Marguerite";NA;"Literarisches Geschehen/Neuerscheinung; CdS: Épître aux femmes (1797); CdS: Vierbändige Werkausgabe (1835/1836), 2 Prosa- und 2 Poesiebände; CdS: Mémoires (Publikationsvorhaben)"
"140";182;"main4";"CdS/02_6/219-221";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1836-08-04;"Dyck (Schloss), Gde. Jüchen";4;"Depuis que j’ai reçu votre lettre, Monsieur, j’ai été si occupée et aussi si accablée par l’excès de la chaleur";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Drais, Pierre (Vertrauensmann der CdS); Mirault, Madame";"Koblenz; Frankfurt; Mainz";"CdS: Vierbändige Werkausgabe (1835/1836), 2 Prosa- und 2 Poesiebände; CdS: Mémoires (Publikationsvorhaben); Presse"
"141";183;"main4";"CdS/02_6/230-232";"Salm, Constance de (CdS)";"Female";"Female";"Châtelain, Monsieur";1836-08-23;"Dyck (Schloss), Gde. Jüchen";4;"Depuis bien longtemps, Monsieur, je me propose de vous écrire, de vous dire combien j’ai été touchée";"Jullien de Paris, Marc-Antoine; Drais, Pierre (Vertrauensmann der CdS)";"Lüttich/Liège; England";"CdS: 24 heures (1824); Frankreich - Wahrnehmung; Emanzipation/Frau; Buchhandel/Verleger; CdS: Vierbändige Werkausgabe (1835/1836), 2 Prosa- und 2 Poesiebände"
"142";184;"main4";"CdS/02_6/203-204";"Salm, Constance de (CdS)";"Female";"Female";"Raboteau, Paul Étienne";1836-07-09;"Dyck (Schloss), Gde. Jüchen";4;"Je veux vous apprendre moi-même, Monsieur et Madame, que je suis arrivée ici depuis trois semaines;";"Raboteau, Pierre Paul ; Sanson de Pongerville, Jean-Baptiste; Raboteau, Madame (1836); Montferrand, Monsieur de";NA;"Pressefreiheit/Zensur; Constance de Salm - Rezeption; Presse"
"143";185;"main4";"CdS/02_6/222-223";"Salm, Constance de (CdS)";"Female";"Female";"Montémont, Albert";NA;"Dyck (Schloss), Gde. Jüchen";2;"Vous serez étonné, Monsieur, de recevoir une si prompte réponse à la lettre";NA;NA;"Constance de Salm - Rezeption; Buchhandel/Verleger; CdS: Mémoires (Publikationsvorhaben)"
"144";186;"main4";"CdS/02_6/255-257";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1836-10-23;"Dyck (Schloss), Gde. Jüchen";4;"J’ai remis de jour en jour à vous écrire, Monsieur, parce que je voulais vous dire positivement";"Francq, Félix, baron de; Audouin de Géronval, Maurice; Francq, Alexandre de; Du Château, Monsieur; Truchot, [J.C.] (Schwiegsohn des Pipelet)";"Köln";"Emanzipation/Frau"
"145";187;"main4";"CdS/02_6/265-266";"Salm, Constance de (CdS)";"Female";"Female";"Montémont, Albert";1836-11-19;"Dyck (Schloss), Gde. Jüchen";3;"J’ai reçu il y a quelques jours votre bonne et grande lettre, Monsieur, et je ne veux pas tarder à y répondre";"Francq, Félix, baron de; Francq, Alexandre de; Ladoucette, Jean Charles François, baron de";NA;"Briefpartner/Werk; Constance de Salm - Rezeption; Reise/Mobilität; Technik/Fortschritt"
"146";188;"main1";"CdS/28/003";"Salm, Constance de (CdS)";"Female";"Female";"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux";1827-10-22;"Dyck (Schloss), Gde. Jüchen";1;"Lisez, mon cher Duval, la lettre ci-jointe dont l’adresse est chargée de tout ce qui prouve qu’elle a couru le monde.";"Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux";"Aachen";"Deutschland - Wahrnehmung"
"147";193;"main1";"CdS/16/003-004";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1814-04-27;"Dyck (Schloss), Gde. Jüchen";3;"Cher frère; je suis d’une tristesse mortelle aujourd’hui, et l’espoir que cette lettre";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)";NA;"Verbrechen"
"148";194;"main1";"CdS/16/007-009";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1821-05-13;"Dyck (Schloss), Gde. Jüchen";4;"Cher frère, j’ai reçu avant hier ta première lettre et hier ta seconde";"Pipelet, Jean-Baptiste; Francq, Constant de; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Vingtain, Monsieur (Notar in Paris); Poisson, Madame (Siehe Poisson de La Chabeaussière)";NA;"Wirtschaft/Finanzen; Tod/Trauer"
"149";212;"main1";"CdS/16/082-087";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1825-11-01;"Aachen";10;"J’ai reçu, cher frère, tes deux lettres, et j’attendais pour répondre à la première";"Barbier, Antoine-Alexandre; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Adolphe de; Théis, Anne Marie de, geb. Quillau (Mutter der CdS); Francq, drei Enkel der CdS; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";NA;"Freundschaft; Familie/Familienrecht"
"150";217;"main1";"CdS/16/071-072";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1825-06-01;"Dyck (Schloss), Gde. Jüchen";3;"Un petit accès de mon vieux mal causé par le mauvais temps que nous avons";"Dahmen, Ida, verh. Mengelbier; Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829); Harrach, Augusta von, 2. Ehefrau  Friedrich Wilhelm III.; Friedrich Wilhelm III., König von Preußen; Courier de Méré, Paul-Louis; Francq, drei Enkel der CdS; Simon(s), Mademoiselle; Carlier, Monsieur";NA;"Frankreich - Politik"
"151";231;"main1";"CdS/16/203-204";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";1828-12-28;"Aachen";3;"J’ai reçu il y a quelques jours votre très bonne lettre, ma chère sœur, je reçois à l’instant celle de mon frère";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Théis, Charles Constant de; Friedrich Wilhelm III., König von Preußen; Théis, Adolphe de; Francq, drei Enkel der CdS; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";NA;"Gesellschaftliches Leben; Familie/Familienrecht"
"152";232;"main1";"CdS/16/167";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";1828-01-09;"Paris";1;"Je veux joindre un mot pour toi, ma chère Joséphine, à la lettre que j’écris à ton mari et répondre aussi à celle que j’ai reçue de toi.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Francq, Constant de; Saint-Cricq, Auguste de (Ehemann von CdS' Nichte Joséphine)";NA;"Ehe/Liebe"
"153";235;"main1";"CdS/17/014-017";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";1830-08-29;"Dyck (Schloss), Gde. Jüchen";6;"Ta lettre m’a fait le plus grand plaisir, ma chère amie, c’est toi qui m’as donné la première des nouvelles de mon frère";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Théis, Charles Constant de; Friedrich Wilhelm IV., König von Preußen; Friedrich Wilhelm III., König von Preußen; Théis, Adolphe de; Saint-Cricq, Auguste de (Ehemann von CdS' Nichte Joséphine); Saint-Cricq, Arthur de (Sohn der Joséphine); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";NA;"Frankreich - Politik; Karriere/-förderung; Frankreich - Julirevolution 1830"
"154";236;"main1";"CdS/17/027-029";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";1831-04-11;"Aachen";4;"J’ai reçu hier soir, ma chère amie, une lettre de M[onsieu]r Drais, qui m’apprend qu’il a vu ton père";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Friedrich Wilhelm IV., König von Preußen; Smissen, General Jacques Van der; Saint-Cricq, Caroline de, verh. d'Artigaux";"Metz; Antwerpen; Belgien";"Krieg/Konflikt; Reise/Mobilität; Belgien - Politik"
"155";239;"main1";"CdS/17/062-066";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1832-02-25;"Aachen";9;"Voilà déjà longtemps que j’ai reçu ta lettre, cher frère, et je t’aurais répondu beaucoup plutôt";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Friedrich Wilhelm III., König von Preußen; Théis, Adolphe de; Théis, Marie Alexandre de (Vater der CdS); Perier, Casimir Pierre";NA;"Krieg/Konflikt; Deutschland - Politik; Salon/Gesellschaften; Wirtschaft/Finanzen; Tod/Trauer; Gesundheit/Krankheit; Familie/Familienrecht"
"156";240;"main1";"CdS/17/107-108";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1833-04-27;"Paris";3;"J’ai remis de jour en jour, cher frère, à te donner de mes nouvelles quoique je sois, comme on dit, en pleine convalescence.";"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Théis, Charles Constant de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";NA;"Alter/Jugend; Gesundheit/Krankheit; Familie/Familienrecht"
"157";242;"main1";"CdS/17/052-056";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1831-10-25;"Dyck (Schloss), Gde. Jüchen";8;"Voilà dix mille ans, cher frère, que je n'ai jasé avec toi.";"Théis, Charles Constant de; Théis, Adolphe de; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Perier, Casimir Pierre";"Aachen";"Frankreich - Politik; Cholera; Familie/Familienrecht"
"158";243;"main1";"CdS/17/079-083";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1832-06-10;NA;7;"Me voilà ici, cher frère, après avoir espéré inutilement pendant 2 mois de pouvoir faire le voyage de Paris.";"Théis, Charles Constant de; Théis, Adolphe de; Naigeon, Jean Guillaume Elzidor (gestorben an der Cholera, 1832); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette; Thurot, Jean-François";NA;"Cholera; Freundschaft; Ehe/Liebe; Familie/Familienrecht"
"159";246;"main1";"CdS/17/144-145";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1834-05-30;"Paris";2;"Il y a déjà quelque temps, cher frère, que je me propose chaque jour de t’écrire;";"Théis, Charles Constant de; Théis, Adolphe de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"Aventure / L'Aventure (Schloss), Gde. Chauny";"Reise/Mobilität; Familie/Familienrecht"
"160";248;"main1";"CdS/26/168";"Salm, Constance de (CdS)";"Female";"Female";"Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux";1837-06-06;NA;1;"Mon frère est ici pour quelques jours, Monsieur, et ami, il dîne aujourd'hui avec nous,";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";NA;NA
"161";249;"main1";"CdS/17/208-209";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";NA;"Dyck (Schloss), Gde. Jüchen";2;"Je veux te parler d’une petite chose, sur laquelle je désire que Charles me donne quelques lumières.";"Girard, Joseph-François-Henri, chevalier de; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Charles Constant de; Friedrich Wilhelm IV., König von Preußen; Friedrich Wilhelm III., König von Preußen";"Koblenz";"Frankreich - Politik; Botanik/Gartenkunst; Liberalismus"
"162";256;"main1";"CdS/17/227-228";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1837-05-23;NA;2;"Je n’entends pas parler de toi, cher frère, j’ai pensé souvent à t’écrire";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine)";NA;"Frankreich - Politik"
"163";258;"main1";"CdS/17/218";"Salm, Constance de (CdS)";"Female";"Female";"Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS)";NA;NA;1;"J’ai appris ces jours-ci, mon très cher Général, et avec la plus grande peine, qu’Alexandre a fait beaucoup de dettes";"Francq, Félix, baron de; Francq, Alexandre de";NA;"Wirtschaft/Finanzen"
"164";259;"main1";"CdS/17/332-334";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1841-04-13;"Paris";4;"Il y a bien longtemps que je ne t’ai donné de mes nouvelles, cher frère.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Constant de; Comminges, comte de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"Düsseldorf";"Wohnen/Haushalt; CdS: Œuvres complètes (1842); Alter/Jugend; Gesundheit/Krankheit"
"165";260;"main1";"CdS/17/335-336";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";NA;NA;2;"J’ai reçu, il y a deux jours, cher frère ta bonne lettre qui m’a fait un bien grand plaisir";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)";NA;"CdS: Œuvres complètes (1842); Alter/Jugend"
"166";264;"main1";"CdS/17/303-305";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1840-01-05;"Aachen";5;"Je n’entends point parler de toi, cher frère, tu ne m’as écrit que deux fois pendant tout mon séjour à Dyck";"Francq, Félix, baron de; Francq, Alexandre de; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS)";"Düsseldorf; Le Mans";"Botanik/Gartenkunst; Karriere/-förderung; Gesundheit/Krankheit"
"167";265;"main1";"CdS/17/257-259";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1838-09-19;"Dyck (Schloss), Gde. Jüchen";5;"J’ai enfin reçu ta lettre, cher frère, et je suis charmée de te savoir chez toi, et en bonne santé.";"Francq, Félix, baron de; Novakowsky, Victorine de, geb. Chomereau; Francq, Constant de; Francq, Alexandre de; Chomereau, Madame (Cousine von Minette)";NA;"Deutschland - Wahrnehmung; Reise/Mobilität; Technik/Fortschritt"
"168";268;"main1";"CdS/17/271";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1839-01-10;"Paris";1;"J’envoie savoir de tes nouvelles, cher frère, ma santé a été si déplorable";"Francq, Félix, baron de; Ladoucette, Jean Charles François, baron de";NA;NA
"169";272;"main4";"CdS/20/005";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1827-04-27;"Paris";1;"Monsieur de Ladoucette est venu me lire, hier, les amabilités que M[onsieu]rVillenave lui a écrites";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Waldor, Mélanie, geb. Villenave; Villenave, Théodore; Ladoucette, Jean Charles François, baron de; Panneton, Ehepaar";NA;"Freundschaft"
"170";273;"main1";"CdS/17/357";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1841-11-24;"Dyck (Schloss), Gde. Jüchen";1;"Je viens, cher frère, de recevoir ta lettre que m’a envoyé Monsieur Drais;";"Drais, Pierre (Vertrauensmann der CdS)";NA;"Wohnen/Haushalt"
"171";274;"main1";"CdS/17/367";"Salm, Constance de (CdS)";"Female";"Female";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)";1842-03-29;"Paris";1;"Je me porte un peu moins mal aujourd’hui qu’hier";NA;NA;NA
"172";276;"main4";"CdS/20/019";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1828-01-21;NA;1;"La Princesse de Salm se rappelle que Monsieur de Villenave n’a pu lui dire hier";NA;NA;NA
"173";277;"main4";"CdS/20/020";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";NA;NA;1;"J’ai reçu les aimables et trop aimables lettres de Monsieur Villenave.";NA;NA;NA
"174";279;"main4";"CdS/20/116";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1831-06-23;NA;1;"La Gazette littéraire est une feuille hebdomadaire de huit pages d'impression";"Sauvo, François; Montémont, Albert";NA;"Constance de Salm - Vermarktung"
"175";280;"main4";"CdS/20/117";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1831-07-08;NA;1;"Je charge Monsieur Drais, qui va dans votre quartier, Monsieur, de vous remettre ce billet";"Waldor, Mélanie, geb. Villenave; Montémont, Albert";NA;"Constance de Salm - Vermarktung; Constance de Salm - Rezeption"
"176";281;"main4";"CdS/20/164-165";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";NA;NA;2;"Je reçois à l’instant votre lettre, Monsieur, et je veux vous dire moi-même combien je suis fâchée";"Waldor, Mélanie, geb. Villenave";NA;NA
"177";283;"main1";"CdS/31/107-108";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1827-11-20;"Aachen";3;"Je reçois votre lettre à Aix, Monsieur, et je crois devoir y répondre un mot";"Chambert, Monsieur (Anwalt CdS' in Tours); Pipelet, Perrine Marie Thérèse, geb. Blaise de Kormien; Dufour, Monsieur (Jurist); Faucheux, Monsieur (Anwalt der Erben Pipelet in Tours)";"Coucy";"Wirtschaft/Finanzen; Prozess/Gericht"
"178";284;"main1";"CdS/31/025-026";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1825-04-23;"Dyck (Schloss), Gde. Jüchen";2;"Je n'entends point parler de vous, Monsieur.";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Courier de Méré, Paul-Louis";NA;"Prozess/Gericht"
"179";285;"main1";"CdS/31/030-031";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1825-08-28;"Dyck (Schloss), Gde. Jüchen";3;"Je réponds à l'instant, Monsieur, à la lettre que je viens de recevoir";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe";NA;"Prozess/Gericht"
"180";286;"main1";"CdS/31/021-022";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1825-01-21;"Dyck (Schloss), Gde. Jüchen";2;"Étant retenue au lit par une légère indisposition, je me vois forcée";"Evelt, Christian (Rechtsanwalt in Düsseldorf); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe";NA;"Prozess/Gericht"
"181";287;"main1";"CdS/31/042";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1825-10-08;"Dyck (Schloss), Gde. Jüchen";2;"Enfin, Monsieur, la réponse m'arrive avec l'expédition de l'acte";"Evelt, Christian (Rechtsanwalt in Düsseldorf); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe";NA;"Prozess/Gericht"
"182";288;"main1";"CdS/31/049-050";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";NA;NA;3;"Je cède, quoiqu’avec regret, Monsieur, aux raisons qui vous font penser que votre voyage ici est inutile.";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Faucheux, Monsieur (Anwalt der Erben Pipelet in Tours)";NA;"Prozess/Gericht"
"183";289;"main1";"CdS/31/064-065";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1826-06-25;"Dyck (Schloss), Gde. Jüchen";2;"Je reçois à l’instant, Monsieur, une lettre de Monsieur Dufour relative à des droits de succession qui n’ont pas été payés,";"Dufour, Monsieur (Jurist); Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Angelot, Monsieur";NA;"Wirtschaft/Finanzen; Prozess/Gericht"
"184";290;"main1";"CdS/31/068-069";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1826-09-01;"Dyck (Schloss), Gde. Jüchen";3;"J’ai reçu hier votre lettre, Monsieur, et je me hâte de vous envoyer les deux significations que vous demandez";"Drais, Pierre (Vertrauensmann der CdS); Vrignel, Monsieur Bourgeois de (Gegenvormund der Enkel bis zu seinem Tod 1829); Théis, Marie Alexandre de (Vater der CdS); Michaud, Joseph-François; Chambert, Monsieur (Anwalt CdS' in Tours); Angelot, Monsieur";"Coucy";"Literarisches Geschehen/Neuerscheinung; Tod/Trauer; Prozess/Gericht"
"185";291;"main1";"CdS/31/082-083";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1827-03-21;"Paris";3;"Il y a déjà quelque temps que j’ai reçu votre lettre, Monsieur, mais je n’ai pu encore y répondre:";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Laplace de Montiveaux, Monsieur de (Gerichtspräsident in Orléans); Faucheux, Monsieur (Anwalt der Erben Pipelet in Tours)";"Tours";"Wirtschaft/Finanzen; Prozess/Gericht"
"186";292;"main1";"CdS/31/126-127";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1829-03-14;"Paris";2;"C’est avec une grande joie, Monsieur, que j’ai appris la victoire que, grâce à vous, nous venons de remporter.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Constant de; Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe";"Tours";"Wirtschaft/Finanzen; Prozess/Gericht"
"187";294;"main1";"CdS/02_1/045";"Salm, Constance de (CdS)";"Female";"Female";"Nanteuil, C. de";1797-06-17;NA;1;"J’ai lu, Monsieur, avec le plus vif intérêt votre lettre";NA;NA;"Briefpartner/Werk; Constance de Salm - Rezeption"
"188";295;"main1";"CdS/02_1/033-034";"Salm, Constance de (CdS)";"Female";"Female";"Andrieux, François";NA;NA;2;"Par vos éloges me flatter!... / Ah! Que vous savez bien comment il faut nous surprendre;";NA;NA;"Alter/Jugend; CdS: Sapho (1794)"
"189";297;"main1";"CdS/02_1/048-049";"Salm, Constance de (CdS)";"Female";"Female";"Briquet, Fortunée";NA;NA;2;"J’ai reçu il y a déjà quelque temps, jeune et très intéressante citoyenne, l’aimable lettre";"Briquet, Hilaire Alexandre";NA;"Weibliche Autorschaft; Briefpartner/Werk"
"190";301;"main1";"CdS/02_1/081-082";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1798-12-07;NA;3;"Je serais honteuse, ma chère Élève, d’avoir mis tant de temps à vous répondre";NA;NA;"Briefpartner/Werk; Botanik/Gartenkunst; Alter/Jugend; La Décade philosophique (1794-1807)"
"191";305;"main1";"CdS/02_1/096";"Salm, Constance de (CdS)";"Female";"Female";NA;1800-03-08;NA;1;"Citoyens, la malveillance avec laquelle mon ouvrage a été entendu";NA;NA;"Constance de Salm - Rezeption; Theater; CdS: Camille ou Amitié et imprudence (1799)"
"192";310;"main1";"CdS/02_1/112-113";"Salm, Constance de (CdS)";"Female";"Female";NA;1801-09-13;NA;3;"Citoyens, je lis avec surprise, dans votre feuille du 24, une lettre dans laquelle un anonyme parle en termes peu convenables";"Gaviniès, Pierre; Rousseau, Jean-Jacques";NA;"Gelehrte Gesellschaft; Literarisches Geschehen/Neuerscheinung"
"193";311;"main1";"CdS/02_1/101";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1800-07-14;NA;1;"Le diable, je crois, se mêle de nos affaires, ma chère amie, car mille obstacles";"Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf; Pugnet, Monsieur; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette";NA;"Reise/Mobilität; Ehe/Liebe"
"194";313;"main1";"CdS/02_1/103";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1800-10-21;NA;1;"J'ai reçu il y a quelques jours, ma chère amie, votre dernière lettre, j'ai d'abord été effrayée de l'état de Madame votre mère";"Pugnet, Monsieur; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette";NA;"Freundschaft"
